  UID   PID TTY           TIME CMD
  501  2934 ??         0:52.12 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  2935 ??         0:10.86 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
    0  3018 ??         0:26.54 /usr/sbin/bluetoothaudiod
  501  3065 ??         2:44.05 /Applications/Android Studio.app/Contents/MacOS/studio
  501  3071 ??         0:00.37 /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMCompiler 2
  501  3083 ??         0:00.15 /Applications/Android Studio.app/Contents/bin/fsnotifier
  501  3094 ??         0:08.12 adb -L tcp:5037 fork-server server --reply-fd 4
  501  3106 ??         8:44.62 /Users/sophie/Library/Android/sdk/emulator/qemu/darwin-x86_64/qemu-system-x86_64 -netdelay none -netspeed full -no-snapstorage -avd Pixel3
  501  3107 ??         0:00.34 /Users/sophie/Library/Android/sdk/emulator/emulator64-crash-service -pipe com.google.AndroidEmulator.CrashService.3106 -ppid 3106 -data-dir /tmp/android-sophie/06a5014b-b861-4841-9a7e-5545733b96e3
  501  3109 ??         0:34.70 /Applications/Android Studio.app/Contents/jre/jdk/Contents/Home/bin/java -Xmx2048m -Dfile.encoding=UTF-8 -Duser.country=SG -Duser.language=en -Duser.variant -cp /Users/sophie/.gradle/wrapper/dists/gradle-6.5-bin/6nifqtx7604sqp1q6g8wikw7p/gradle-6.5/lib/gradle-launcher-6.5.jar org.gradle.launcher.daemon.bootstrap.GradleDaemon 6.5
  501  3126 ??         0:00.00 (adb)
  501  3127 ??         0:00.00 (adb)
  501  3129 ??         0:00.00 (adb)
  501  3140 ??         0:00.00 (adb)
  501  3142 ??         0:00.00 (adb)
  501  3211 ??         0:00.03 /System/Library/CoreServices/ControlStrip.app/Contents/XPCServices/com.apple.DFRSystemExtra.Siri.xpc/Contents/MacOS/com.apple.DFRSystemExtra.Siri
  501  3212 ??         0:00.46 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/SpeechSynthesis.framework/Resources/com.apple.speech.speechsynthesisd
  501  3213 ??         0:00.01 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501  3214 ??         0:00.16 /System/Library/CoreServices/LocationMenu.app/Contents/MacOS/LocationMenu
  501  3215 ??         0:00.01 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501  3220 ??         0:11.99 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  3261 ??         0:00.33 /System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd
  501  3262 ??         0:00.14 /System/Library/PrivateFrameworks/AOSKit.framework/Versions/A/XPCServices/com.apple.iCloudHelper.xpc/Contents/MacOS/com.apple.iCloudHelper
  501  3267 ??         0:00.10 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501  3269 ??         0:03.63 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  3271 ??         0:00.04 /System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.MobileDocumentsFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.MobileDocumentsFileProvider
  501  3280 ??         0:00.06 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
  501  3307 ??         0:00.08 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501  3308 ??         0:00.09 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  3326 ??         0:00.09 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
  501  3335 ??         0:00.05 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
  501  3145 ttys000    0:00.07 /bin/bash --rcfile /Applications/Android Studio.app/Contents/plugins/terminal/jediterm-bash.in -i
    0  3341 ttys000    0:00.01 ps -ausophie
